Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Contrast,Accuracy,Condition
86,1,1,5.95,0.914,1.256,0.53,1,SoB
86,2,2,5.95,0.928,0.986,0.51,1,SoB
86,1,2,5.95,0.996,0.659,0.53,0,SoB
86,2,1,5.65,1.097,0.675,0.55,0,SoB
86,1,1,4.9,1.113,0.707,0.57,1,SoB
86,2,1,3.45,0.646,1.39,0.59,0,SoB
86,1,1,4.9,0.445,1.325,0.61,1,SoB
86,1,1,5.8,0.394,0.937,0.59,1,SoB
86,2,2,4.7,0.446,0.589,0.57,1,SoB
86,2,2,5.4,0.428,0.907,0.55,1,SoB
86,2,2,5.3,0.462,2.36,0.53,1,SoB
86,1,1,4.9,0.629,1.277,0.51,1,SoB
86,1,1,5.1,0.929,0.84,0.49,1,SoB
86,2,2,4.65,0.831,2.361,0.47,1,SoB
86,2,1,4.8,1.298,1.126,0.49,0,SoB
86,1,1,4.8,1.447,0.622,0.51,1,SoB
86,2,2,5.95,0.395,0.842,0.49,1,SoB
86,1,1,4.1,1.698,1.175,0.47,1,SoB
86,1,1,4.5,1.063,1.192,0.45,1,SoB
86,1,2,2.85,1.18,0.891,0.47,0,SoB
86,2,2,2.35,1.398,2.528,0.49,1,SoB
86,2,2,1.8,1.131,1.041,0.47,1,SoB
86,1,2,3.9,1.564,1.51,0.49,0,SoB
86,2,1,5.3,1.314,0.708,0.51,0,SoB
86,2,1,5.15,0.762,0.808,0.53,0,SoB
86,2,1,3,1.448,49.759,0.55,0,SoB
86,2,2,5.65,0.396,1.407,0.57,1,SoB
86,1,1,4.95,0.594,1.126,0.55,1,SoB
86,2,1,5,0.813,12.084,0.57,0,SoB
86,2,2,6,1.281,4.897,0.59,1,SoB
86,2,2,6,0.513,1.276,0.57,1,SoB
86,1,2,5.65,0.913,2.746,0.59,0,SoB
86,1,1,5,0.845,9.892,0.61,1,SoB
86,1,1,5.3,0.663,67.718,0.59,1,SoB
86,1,2,5.3,1.214,0.722,0.61,0,SoB
86,2,2,6,0.362,1.391,0.63,1,SoB
86,2,1,4.95,0.813,2.845,0.65,0,SoB
86,1,1,5.8,0.996,0.791,0.67,1,SoB
86,2,2,5.1,0.547,0.724,0.65,1,SoB
86,1,2,2.65,0.696,0.922,0.67,0,SoB
86,1,1,2.9,0.896,0.492,0.69,1,SoB
86,2,2,6,0.48,1.327,0.67,1,SoB
86,1,1,5.25,0.746,0.94,0.65,1,SoB
86,1,2,5,1.197,2.693,0.67,0,SoB
86,1,1,5.05,0.545,2.092,0.69,1,SoB
86,2,2,6,0.547,1.975,0.67,1,SoB
86,1,1,5.95,0.529,3.392,0.65,1,SoB
86,1,1,5.05,0.696,28.14,0.63,1,SoB
86,1,1,5,1.013,2.374,0.61,1,SoB
86,1,2,2.3,0.713,0.703,0.63,0,SoB
86,2,2,2.85,0.914,0.691,0.65,1,SoB
86,1,1,5.3,0.628,28.524,0.63,1,SoB
86,1,1,5.35,1.197,1.14,0.61,1,SoB
86,2,1,4.65,2,18.716,0.63,0,SoB
86,2,1,4.8,2,3.447,0.65,0,SoB
86,1,1,2.35,0.579,0.79,0.67,1,SoB
86,1,1,5.9,0.578,1.205,0.65,1,SoB
86,2,2,5.7,0.462,1.054,0.63,1,SoB
86,2,2,5.65,0.412,0.891,0.61,1,SoB
86,1,1,5.55,0.512,0.891,0.59,1,SoB
86,1,1,5.4,0.545,0.889,0.57,1,SoB
86,1,1,5.75,0.529,0.791,0.55,1,SoB
86,1,2,2.45,0.629,0.435,0.57,0,SoB
86,1,2,2.6,0.63,1.425,0.59,0,SoB
86,1,1,4.4,0.495,0.605,0.61,1,SoB
86,2,1,4.2,1.597,0.607,0.63,0,SoB
86,2,2,4.1,0.379,0.941,0.65,1,SoB
86,1,1,5,1.163,1.224,0.63,1,SoB
86,1,1,6,0.595,0.926,0.61,1,SoB
86,2,2,6,0.897,1.192,0.59,1,SoB
86,2,2,5.7,0.847,0.668,0.57,1,SoB
86,1,2,3.9,0.746,1.292,0.59,0,SoB
86,1,1,5.4,0.778,0.872,0.61,1,SoB
86,1,1,4.85,0.846,0.823,0.59,1,SoB
86,1,1,5.65,1.13,0.908,0.57,1,SoB
86,2,2,5.1,1.398,0.94,0.55,1,SoB
86,1,1,5.35,1.115,0.74,0.53,1,SoB
86,2,1,4.9,1.832,0.69,0.55,0,SoB
86,2,2,3.8,0.896,0.388,0.57,1,SoB
86,2,2,5.1,0.413,0.604,0.55,1,SoB
86,1,1,5.6,0.445,0.673,0.53,1,SoB
86,1,1,5.4,1.048,0.858,0.51,1,SoB
86,1,1,5.65,0.562,0.855,0.49,1,SoB
86,2,2,4.95,0.462,1.926,0.47,1,SoB
86,2,2,5.95,0.446,2.044,0.45,1,SoB
86,2,2,6,0.395,1.176,0.43,1,SoB
86,2,2,6,0.327,0.987,0.41,1,SoB
86,1,2,5.4,1.632,1.092,0.43,0,SoB
86,1,1,3.95,0.629,0.589,0.45,1,SoB
86,1,2,2.7,0.814,0.434,0.47,0,SoB
86,2,1,2.7,0.596,0.456,0.49,0,SoB
86,2,1,5.9,1.364,1.106,0.51,0,SoB
86,2,2,1.05,1.03,1.304,0.53,1,SoB
86,2,2,4.6,0.597,0.907,0.51,1,SoB
86,1,2,5.45,0.394,1.208,0.53,0,SoB
86,2,2,2.95,0.697,0.372,0.55,1,SoB
86,1,1,5.7,0.629,0.872,0.53,1,SoB
86,2,2,6,0.395,1.208,0.51,1,SoB
86,1,1,6,0.595,57.545,0.49,1,SoB
86,2,2,5.95,0.529,0.873,0.47,1,SoB
86,2,2,5.8,0.262,0.925,0.45,1,SoB
86,2,2,5.4,0.612,0.806,0.43,1,SoB
86,1,2,5.3,0.612,0.874,0.45,0,SoB
86,2,2,6,0.462,1.256,0.47,1,SoB
86,2,1,2.05,0.914,3.73,0.49,0,SoB
86,2,2,4.6,0.73,0.588,0.51,1,SoB
86,2,1,4.75,1.08,0.487,0.53,0,SoB
86,2,1,4.6,0.646,1.109,0.55,0,SoB
86,2,1,6,0.512,1.109,0.57,0,SoB
86,2,2,5.5,0.263,0.973,0.59,1,SoB
86,2,2,3.85,0.446,0.585,0.57,1,SoB
86,1,1,5.15,0.479,1.04,0.55,1,SoB
86,1,2,4.65,0.412,0.653,0.57,0,SoB
86,1,1,6,0.529,0.837,0.59,1,SoB
86,2,2,6,0.83,1.057,0.57,1,SoB
86,2,1,3.05,1.581,2.996,0.59,0,SoB
86,2,1,3.65,2,2.343,0.61,0,SoB
86,1,1,5.5,0.597,0.94,0.63,1,SoB
86,2,2,5.9,0.613,1.109,0.61,1,SoB
86,1,2,5.6,1.398,0.858,0.63,0,SoB
86,1,2,5.15,1.18,0.657,0.65,0,SoB
86,2,1,5.5,0.763,0.605,0.67,0,SoB
86,1,1,4.65,0.762,0.472,0.69,1,SoB
86,2,2,6,0.88,1.209,0.67,1,SoB
86,2,2,5.85,0.295,1.175,0.65,1,SoB
86,1,1,4.85,0.428,1.021,0.63,1,SoB
86,2,2,5.55,0.529,0.839,0.61,1,SoB
86,2,2,4.95,0.846,0.674,0.59,1,SoB
86,1,2,5.9,0.663,0.587,0.61,0,SoB
86,1,1,4.2,0.73,1.458,0.63,1,SoB
86,1,2,4.75,1.113,1.175,0.65,0,SoB
86,2,2,4.75,1.081,0.837,0.67,1,SoB
86,2,2,5.35,0.695,0.744,0.65,1,SoB
86,1,1,5.65,0.429,0.872,0.63,1,SoB
86,1,2,4.7,1.547,16.514,0.65,0,SoB
86,1,2,5.4,0.344,0.839,0.67,0,SoB
86,1,2,2.85,0.429,0.604,0.69,0,SoB
86,1,1,6,0.779,1.258,0.71,1,SoB
86,1,1,5.55,0.913,0.805,0.69,1,SoB
86,2,2,5.15,0.445,1.242,0.67,1,SoB
86,2,2,5.45,0.462,0.634,0.65,1,SoB
86,1,1,5.3,0.813,0.655,0.63,1,SoB
86,1,1,5.55,1.581,5.016,0.61,1,SoB
86,1,2,5.35,0.429,1.558,0.63,0,SoB
86,1,1,5.5,1.014,0.921,0.65,1,SoB
86,1,1,3.8,0.863,0.488,0.63,1,SoB
86,2,2,3.9,1.448,0.739,0.61,1,SoB
86,2,1,3.7,0.781,0.439,0.63,0,SoB
86,1,1,5.05,0.545,0.672,0.65,1,SoB
86,2,1,4.4,0.596,0.371,0.67,0,SoB
86,1,2,3.9,1.315,1.226,0.69,0,SoB
86,1,2,3.2,1.046,0.605,0.71,0,SoB
86,1,1,4.65,0.529,0.671,0.73,1,SoB
86,2,2,4.5,0.662,0.605,0.71,1,SoB
86,2,2,5.1,0.429,0.59,0.69,1,SoB
86,2,2,5.35,0.446,0.972,0.67,1,SoB
86,2,2,5.15,0.613,0.773,0.65,1,SoB
86,2,2,5.45,0.696,0.739,0.63,1,SoB
86,2,2,5,1.047,0.654,0.61,1,SoB
86,1,1,5.2,0.63,0.89,0.59,1,SoB
86,2,2,4.9,0.445,0.723,0.57,1,SoB
86,2,1,4,0.563,0.401,0.59,0,SoB
86,1,2,4.35,0.845,0.59,0.61,0,SoB
86,1,1,4.95,0.813,0.57,0.63,1,SoB
86,2,2,6,0.779,1.006,0.61,1,SoB
86,1,1,5.45,0.663,0.737,0.59,1,SoB
86,1,1,5.6,0.413,0.907,0.57,1,SoB
86,1,1,5.3,0.728,1.19,0.55,1,SoB
86,1,1,4.2,1.079,0.54,0.53,1,SoB
86,1,1,4.65,1.248,0.823,0.51,1,SoB
86,2,2,5.8,1.264,0.991,0.49,1,SoB
86,2,2,4.75,0.462,147.409,0.47,1,SoB
86,1,2,4.15,0.612,0.621,0.49,0,SoB
86,1,1,4.6,0.662,0.487,0.51,1,SoB
86,2,2,5.25,0.612,0.857,0.49,1,SoB
86,2,1,4.85,0.513,1.475,0.51,0,SoB
86,1,1,5.2,0.461,1.693,0.53,1,SoB
86,1,1,4.4,0.495,0.639,0.51,1,SoB
86,1,1,4.7,0.345,0.711,0.49,1,SoB
86,2,2,5.35,0.445,0.758,0.47,1,SoB
86,1,2,4.2,0.228,0.641,0.49,0,SoB
86,2,2,5.5,0.595,18.434,0.51,1,SoB
86,1,1,4.1,1.163,0.691,0.49,1,SoB
86,2,2,5.9,0.328,0.924,0.47,1,SoB
86,1,1,4.1,0.529,1.642,0.45,1,SoB
86,2,2,4.8,0.913,1.16,0.43,1,SoB
86,2,1,5.05,0.395,0.606,0.45,0,SoB
86,1,1,4.65,1.131,0.607,0.47,1,SoB
86,1,1,5.25,0.463,0.761,0.45,1,SoB
86,2,2,5.95,0.479,1.224,0.43,1,SoB
86,1,1,5.9,0.563,1.023,0.41,1,SoB
86,2,1,5.95,0.846,4.93,0.43,0,SoB
86,2,2,5.95,0.479,4.754,0.45,1,SoB
86,2,1,5.05,0.881,1.589,0.47,0,SoB
86,1,2,4.45,1.297,0.571,0.49,0,SoB
86,2,2,5.95,0.53,1.224,0.51,1,SoB
86,2,2,5.9,0.612,1.107,0.49,1,SoB
86,1,1,5.95,0.846,2.862,0.47,1,SoB
86,2,2,6,0.646,2.309,0.45,1,SoB
86,2,1,5,0.813,1.39,0.47,0,SoB
86,1,2,5.15,0.997,1.743,0.49,0,SoB
86,2,2,3.5,0.68,0.272,0.51,1,SoB
86,1,2,3.5,2,0.723,0.53,0,SoB
86,1,2,3.5,1.129,0.339,0.55,0,SoB
86,1,1,1,1.964,5.634,0.57,1,SoB
86,2,2,6,0.463,1.394,0.55,1,SoB
86,2,2,5.9,0.461,0.99,0.53,1,SoB
86,2,2,5.8,1.548,0.76,0.51,1,SoB
86,1,1,6,0.528,0.873,0.49,1,SoB
86,1,1,5.95,0.712,0.891,0.47,1,SoB
86,2,2,5.75,0.997,0.891,0.45,1,SoB
86,2,2,5.95,1.448,0.69,0.43,1,SoB
86,2,1,5,0.964,0.474,0.45,0,SoB
86,1,1,6,0.528,1.959,0.47,1,SoB
86,1,2,5.05,0.462,1.91,0.49,0,SoB
86,1,1,5.95,0.746,2.895,0.51,1,SoB
86,2,2,5,0.58,2.227,0.49,1,SoB
86,1,2,6,0.462,1.307,0.51,0,SoB
86,1,1,4.3,0.93,0.49,0.53,1,SoB
86,1,2,4.5,0.762,0.438,0.55,0,SoB
86,1,1,5.25,1.096,0.504,0.57,1,SoB
86,1,2,5.2,0.579,0.606,0.59,0,SoB
86,2,2,5,0.579,0.804,0.61,1,SoB
86,1,1,4.95,1.115,1.12,0.59,1,SoB
86,1,1,4.8,0.913,0.455,0.57,1,SoB
86,1,1,5.35,0.663,0.607,0.55,1,SoB
86,2,2,5.9,0.529,1.028,0.53,1,SoB
86,1,1,6,0.962,1.124,0.51,1,SoB
86,2,1,6,1.331,1.476,0.53,0,SoB
86,1,1,2.05,1.515,0.554,0.55,1,SoB
86,2,1,2.9,2,0.759,0.57,0,SoB
86,2,2,5.55,1.415,0.855,0.59,1,SoB
86,1,1,2.5,1.013,0.37,0.57,1,SoB
86,1,1,5.4,0.929,0.988,0.55,1,SoB
86,2,1,5.65,1.116,1.123,0.57,0,SoB
86,1,2,5.3,1.697,0.872,0.59,0,SoB
86,2,2,5.95,1.699,1.056,0.61,1,SoB
86,1,1,5.95,0.713,1.476,0.59,1,SoB
86,1,1,5.9,0.495,0.873,0.57,1,SoB
86,1,2,5.9,0.529,1.127,0.59,0,SoB
86,1,1,6,0.746,1.274,0.61,1,SoB
86,1,2,6,0.496,1.007,0.63,0,SoB
86,1,1,6,0.662,1.459,0.65,1,SoB
86,2,1,6,0.83,0.956,0.67,0,SoB
86,1,1,5.95,0.68,1.124,0.69,1,SoB
86,2,2,6,0.446,1.61,0.67,1,SoB
86,1,2,4.25,0.747,1.458,0.69,0,SoB
86,1,2,3.9,0.946,0.505,0.71,0,SoB
86,1,1,6,0.529,0.856,0.73,1,SoB
86,2,2,6,0.362,1.187,0.71,1,SoB
86,1,1,6,0.546,1.658,0.69,1,SoB
86,1,1,3.9,0.546,0.622,0.67,1,SoB
86,2,2,5.2,0.495,1.045,0.65,1,SoB
86,1,2,3.85,0.612,0.402,0.67,0,SoB
86,2,2,5.8,0.963,2.359,0.69,1,SoB
87,2,2,6,0.763,2.717,0.84,1,SoB
87,1,2,1,2,2.21,0.86,0,SoB
87,1,1,6,0.479,0.957,0.88,1,SoB
87,1,1,5.95,0.562,1.042,0.86,1,SoB
87,1,1,5.95,1.013,0.987,0.84,1,SoB
87,2,2,5.95,0.647,0.988,0.82,1,SoB
87,2,2,2.8,0.562,1.157,0.8,1,SoB
87,2,2,2.9,0.545,1.006,0.78,1,SoB
87,2,2,5.75,0.562,0.937,0.76,1,SoB
87,2,2,3.45,0.512,1.259,0.74,1,SoB
87,1,1,2.85,0.779,0.856,0.72,1,SoB
87,2,2,4.85,0.496,1.206,0.7,1,SoB
87,2,1,3.5,0.863,1.105,0.72,0,SoB
87,1,1,3.75,0.596,0.988,0.74,1,SoB
87,1,1,6,0.729,0.835,0.72,1,SoB
87,2,2,4.3,0.561,0.824,0.7,1,SoB
87,1,2,3.45,0.529,0.79,0.72,0,SoB
87,1,1,4.95,0.712,1.024,0.74,1,SoB
87,2,2,5.5,1.23,1.306,0.72,1,SoB
87,2,1,1.05,1.164,1.024,0.74,0,SoB
87,1,1,2.2,1.08,1.007,0.76,1,SoB
87,1,1,2.7,0.696,0.955,0.74,1,SoB
87,1,1,6,1.113,0.888,0.72,1,SoB
87,2,2,3.5,0.646,0.438,0.7,1,SoB
87,1,2,3.5,0.478,0.355,0.72,0,SoB
87,2,2,4.85,0.546,0.888,0.74,1,SoB
87,2,1,5.35,1.048,1.039,0.76,0,SoB
87,2,2,4.7,0.562,1.256,0.78,1,SoB
87,2,2,4.7,1.131,1.373,0.76,1,SoB
87,2,2,6,0.931,0.921,0.74,1,SoB
87,1,1,3.55,1.148,1.541,0.72,1,SoB
87,1,1,3.5,1.263,0.371,0.7,1,SoB
87,2,2,5.95,0.897,1.408,0.68,1,SoB
87,2,1,3.45,1.147,1.023,0.7,0,SoB
87,1,1,3.5,1.715,1.809,0.72,1,SoB
87,2,2,5.9,0.564,1.441,0.7,1,SoB
87,1,1,6,0.595,1.373,0.68,1,SoB
87,1,1,6,0.996,1.137,0.66,1,SoB
87,1,1,3.45,1.064,1.424,0.64,1,SoB
87,1,1,5.95,0.629,1.039,0.62,1,SoB
87,2,2,6,0.396,1.239,0.6,1,SoB
87,1,1,5.95,0.829,1.71,0.58,1,SoB
87,1,1,6,0.713,0.875,0.56,1,SoB
87,1,1,1.05,0.813,1.291,0.54,1,SoB
87,1,1,1.6,0.846,0.988,0.52,1,SoB
87,1,2,1,1.213,1.224,0.54,0,SoB
87,2,2,1,1.348,1.857,0.56,1,SoB
87,2,1,3.5,0.964,0.571,0.58,0,SoB
87,1,1,3.5,0.73,0.371,0.6,1,SoB
87,2,2,3.5,1.18,0.304,0.58,1,SoB
87,2,2,3.45,0.497,0.857,0.56,1,SoB
87,2,2,3.5,0.78,0.738,0.54,1,SoB
87,1,2,3.5,0.596,0.353,0.56,0,SoB
87,1,1,3.5,1.079,0.339,0.58,1,SoB
87,1,1,3.5,0.846,0.322,0.56,1,SoB
87,1,2,1,0.662,1.326,0.58,0,SoB
87,1,1,5,0.679,1.273,0.6,1,SoB
87,1,1,5,0.562,1.708,0.58,1,SoB
87,1,2,2.05,1.113,2.175,0.6,0,SoB
87,1,1,6,0.696,1.204,0.62,1,SoB
87,2,2,4.95,0.646,1.157,0.6,1,SoB
87,1,1,1,1.281,1.589,0.58,1,SoB
87,1,1,4,1.363,1.306,0.56,1,SoB
87,1,1,3.5,0.528,0.372,0.54,1,SoB
87,1,1,1,1.013,1.406,0.52,1,SoB
87,1,1,5.5,1.114,2.592,0.5,1,SoB
87,2,2,5,1.415,2.544,0.48,1,SoB
87,2,1,1,1.481,0.735,0.5,0,SoB
87,1,1,1,0.728,1.135,0.52,1,SoB
87,1,1,1,0.813,1.175,0.5,1,SoB
87,1,1,4.45,0.529,1.89,0.48,1,SoB
87,2,2,5.6,1.999,2.381,0.46,1,SoB
87,2,2,4.95,0.596,4.716,0.44,1,SoB
87,1,1,4.05,0.879,1.591,0.42,1,SoB
87,2,1,3.5,0.512,0.624,0.44,0,SoB
87,2,1,1,0.663,1.086,0.46,0,SoB
87,1,1,3.95,0.546,1.477,0.48,1,SoB
87,1,2,1,0.946,1.555,0.5,0,SoB
87,1,1,3.5,0.512,0.739,0.52,1,SoB
87,1,1,3.5,0.53,1.238,0.5,1,SoB
87,2,2,5,0.346,2.46,0.48,1,SoB
87,2,1,1,0.563,1.509,0.5,0,SoB
87,1,1,3.5,0.563,2.324,0.52,1,SoB
87,2,2,6,0.58,1.14,0.5,1,SoB
87,2,2,3.5,2,0.974,0.48,1,SoB
87,1,2,6,0.529,1.189,0.5,0,SoB
87,1,2,6,0.428,3.376,0.52,0,SoB
87,2,2,1,2,2.261,0.54,1,SoB
87,1,1,1,0.48,1.121,0.52,1,SoB
87,2,1,1,1.064,1.443,0.54,0,SoB
87,1,1,2,0.696,1.275,0.56,1,SoB
87,1,1,3.5,2,0.858,0.54,1,SoB
87,2,2,1,1.047,1.744,0.52,1,SoB
87,1,1,3.5,0.645,0.739,0.5,1,SoB
87,2,1,3.45,0.964,1.809,0.52,0,SoB
87,2,1,3.5,0.662,0.774,0.54,0,SoB
87,2,2,3.5,1.064,0.438,0.56,1,SoB
87,1,1,1,0.663,1.879,0.54,1,SoB
87,2,1,3.5,0.579,0.357,0.56,0,SoB
87,1,1,3.5,0.63,0.739,0.58,1,SoB
87,1,1,3.5,1.498,0.772,0.56,1,SoB
87,1,2,1,0.896,1.508,0.58,0,SoB
87,2,2,4.95,0.478,1.638,0.6,1,SoB
87,2,1,1,0.947,1.088,0.62,0,SoB
87,1,1,5.05,0.579,2.557,0.64,1,SoB
87,1,1,6,0.996,1.174,0.62,1,SoB
87,2,2,6,0.329,1.091,0.6,1,SoB
87,2,2,4,0.563,2.544,0.58,1,SoB
87,1,1,4.5,0.997,3.049,0.56,1,SoB
87,2,2,5.95,0.747,1.004,0.54,1,SoB
87,1,1,1,0.812,1.357,0.52,1,SoB
87,1,2,3.5,0.847,0.554,0.54,0,SoB
87,2,2,5,1.199,1.306,0.56,1,SoB
87,2,2,4.95,0.545,3.063,0.54,1,SoB
87,1,1,4.7,1.247,2.109,0.52,1,SoB
87,1,1,1,1.548,1.039,0.5,1,SoB
87,1,2,3.5,0.512,0.421,0.52,0,SoB
87,2,1,3.5,0.612,0.573,0.54,0,SoB
87,1,2,3.5,0.712,1.023,0.56,0,SoB
87,1,1,1,0.745,2.226,0.58,1,SoB
87,2,2,3.5,0.563,0.852,0.56,1,SoB
87,2,2,3.5,1.247,0.656,0.54,1,SoB
87,1,1,1,1.081,1.036,0.52,1,SoB
87,2,1,1,1.064,1.208,0.54,0,SoB
87,2,2,4,0.513,0.97,0.56,1,SoB
87,2,2,4,0.613,2.343,0.54,1,SoB
87,2,2,4.05,0.595,2.378,0.52,1,SoB
87,1,1,1,0.863,0.853,0.5,1,SoB
87,1,1,1,0.779,0.873,0.48,1,SoB
87,2,1,1,0.897,1.14,0.5,0,SoB
87,2,2,3.5,0.562,0.388,0.52,1,SoB
87,2,2,4.5,0.512,2.344,0.5,1,SoB
87,1,1,5,0.746,2.512,0.48,1,SoB
87,1,1,2,1.063,3.061,0.46,1,SoB
87,2,2,2.05,0.764,1.741,0.44,1,SoB
87,1,1,3.5,0.378,0.689,0.42,1,SoB
87,1,1,3.5,0.663,1.326,0.4,1,SoB
87,2,1,3.5,0.796,1.04,0.42,0,SoB
87,2,2,3.5,0.663,0.339,0.44,1,SoB
87,2,2,1,1.131,1.273,0.42,1,SoB
87,2,1,1,0.629,1.456,0.44,0,SoB
87,1,1,1,1.08,0.957,0.46,1,SoB
87,2,2,4.05,0.379,1.006,0.44,1,SoB
87,2,2,3.65,0.83,2.492,0.42,1,SoB
87,2,2,4,0.612,1.19,0.4,1,SoB
87,1,1,1,1.113,1.224,0.38,1,SoB
87,1,1,1,0.912,1.024,0.36,1,SoB
87,1,1,5.95,0.963,1.907,0.34,1,SoB
87,2,2,4.95,0.379,1.992,0.32,1,SoB
87,1,1,1,0.996,1.027,0.3,1,SoB
87,2,1,1,0.746,1.758,0.32,0,SoB
87,2,2,3.5,0.478,1.508,0.34,1,SoB
87,1,1,1,0.946,1.206,0.32,1,SoB
87,2,1,3.5,0.413,0.806,0.34,0,SoB
87,2,2,3.95,0.546,1.541,0.36,1,SoB
87,1,2,3.5,0.547,0.94,0.38,0,SoB
87,1,1,1,0.762,0.838,0.4,1,SoB
87,2,1,3.5,0.579,0.355,0.42,0,SoB
87,2,1,4,0.664,1.324,0.44,0,SoB
87,1,2,3.5,0.797,0.526,0.46,0,SoB
87,2,2,3.5,1.415,0.743,0.48,1,SoB
87,2,1,1,1.198,1.008,0.5,0,SoB
87,2,2,4.5,0.997,1.723,0.52,1,SoB
87,1,1,3.5,1.046,0.389,0.5,1,SoB
87,1,1,3.5,1.33,2.26,0.48,1,SoB
87,2,1,3.5,1.865,0.956,0.5,0,SoB
87,2,2,3.95,0.462,1.406,0.52,1,SoB
87,1,1,1,0.762,0.886,0.5,1,SoB
87,2,1,1,1.364,1.124,0.52,0,SoB
87,2,1,1,1.164,1.239,0.54,0,SoB
87,1,2,3.5,1.114,0.386,0.56,0,SoB
87,1,1,3.5,0.829,0.321,0.58,1,SoB
87,1,1,4,0.93,1.021,0.56,1,SoB
87,2,1,1,1.163,2.161,0.58,0,SoB
87,2,2,4,0.612,1.859,0.6,1,SoB
87,2,2,4.05,0.863,1.172,0.58,1,SoB
87,2,1,3.5,0.947,0.773,0.6,0,SoB
87,2,2,3.5,0.596,0.989,0.62,1,SoB
87,1,1,4.95,0.896,1.808,0.6,1,SoB
87,2,2,5.95,0.964,1.476,0.58,1,SoB
87,1,1,6,1.414,1.91,0.56,1,SoB
87,2,2,4,0.679,1.406,0.54,1,SoB
87,2,2,1,0.996,0.988,0.52,1,SoB
87,1,1,1,0.813,2.142,0.5,1,SoB
87,2,2,3,0.546,4.382,0.48,1,SoB
87,1,1,3.5,1.047,0.389,0.46,1,SoB
87,2,1,1,0.862,1.458,0.48,0,SoB
87,1,2,3.5,0.528,0.773,0.5,0,SoB
87,2,1,1,0.963,1.874,0.52,0,SoB
87,2,2,1,0.546,3.446,0.54,1,SoB
87,1,2,1,0.629,1.491,0.56,0,SoB
87,1,1,1,0.779,2.075,0.58,1,SoB
87,2,2,3.5,0.411,0.972,0.56,1,SoB
87,2,2,4,0.697,3.414,0.54,1,SoB
87,1,1,4,0.996,1.226,0.52,1,SoB
87,2,2,1,1.047,0.839,0.5,1,SoB
87,1,1,3.45,0.428,1.021,0.48,1,SoB
87,2,2,3.5,0.546,0.69,0.46,1,SoB
87,1,1,1,0.679,1.488,0.44,1,SoB
87,1,2,3.5,0.829,0.521,0.46,0,SoB
87,2,1,1,0.697,1.187,0.48,0,SoB
87,2,2,3.5,0.478,1.19,0.5,1,SoB
87,1,1,1,0.98,1.238,0.48,1,SoB
87,1,1,3.5,0.679,0.892,0.46,1,SoB
87,2,1,1,0.613,1.086,0.48,0,SoB
87,1,1,3.5,0.729,1.439,0.5,1,SoB
87,1,1,3.5,0.612,0.907,0.48,1,SoB
87,2,2,3.5,1.498,0.627,0.46,1,SoB
87,1,2,1,2,1.858,0.48,0,SoB
87,1,1,1,0.445,1.792,0.5,1,SoB
87,1,1,5,1.08,3.262,0.48,1,SoB
87,2,1,1,0.529,1.369,0.5,0,SoB
87,2,1,4,0.979,2.66,0.52,0,SoB
87,1,1,3.45,0.446,1.121,0.54,1,SoB
87,2,2,1,0.546,1.22,0.52,1,SoB
87,2,2,3.5,0.496,0.474,0.5,1,SoB
87,1,1,1,0.528,1.358,0.48,1,SoB
87,2,2,4,1.047,1.639,0.46,1,SoB
87,2,1,4,0.379,1.328,0.48,0,SoB
87,1,2,3.5,0.562,0.693,0.5,0,SoB
87,1,1,1,0.362,1.039,0.52,1,SoB
87,2,2,6,0.529,1.17,0.5,1,SoB
87,1,1,4,0.897,1.659,0.48,1,SoB
87,2,2,4,0.329,1.792,0.46,1,SoB
87,2,2,4,0.563,1.742,0.44,1,SoB
87,2,2,4,0.679,2.46,0.42,1,SoB
87,2,2,3.5,0.613,0.69,0.4,1,SoB
87,1,2,3.5,0.612,2.493,0.42,0,SoB
87,2,1,3.95,0.897,2.026,0.44,0,SoB
87,2,2,1,0.996,1.992,0.46,1,SoB
87,1,1,3.5,0.546,1.792,0.44,1,SoB
87,1,1,4,0.495,2.496,0.42,1,SoB
87,1,2,3.5,1.23,1.458,0.44,0,SoB
87,1,2,4,0.379,2.141,0.46,0,SoB
87,2,2,3.5,0.745,0.857,0.48,1,SoB
87,1,1,3.5,0.845,0.408,0.46,1,SoB
87,2,1,3.5,0.614,0.355,0.48,0,SoB
87,1,1,3.5,0.929,0.574,0.5,1,SoB
87,1,1,3.5,1.196,0.34,0.48,1,SoB
87,2,1,1,0.563,1.139,0.5,0,SoB
87,1,1,1,0.929,1.507,0.52,1,SoB
87,2,2,5,0.562,2.793,0.5,1,SoB
87,1,2,4,1.163,1.559,0.52,0,SoB
87,1,1,3.5,0.712,0.538,0.54,1,SoB
87,2,1,1,0.613,1.018,0.56,0,SoB
87,1,1,3.5,0.645,0.388,0.58,1,SoB
87,1,1,4,0.913,2.811,0.56,1,SoB
87,1,1,5,0.662,1.993,0.54,1,SoB
87,1,1,3.5,0.48,0.807,0.52,1,SoB
87,1,1,3.5,0.746,0.74,0.5,1,SoB
87,2,1,3.5,0.563,0.338,0.52,0,SoB
87,1,2,3.95,0.88,1.644,0.54,0,SoB
87,1,1,1,0.577,1.741,0.56,1,SoB
87,2,2,3.45,1.031,1.088,0.54,1,SoB
87,1,2,3.5,2,1.693,0.56,0,SoB
