Subj_idx,Stimulus,Response,Confidence,RT_dec,RT_conf,Accuracy,Condition
2,1,1,1,1.321,2.261,1,MM
2,2,1,1,2.481,1.2,0,MM
2,1,1,1,1.912,1.248,1,MM
2,1,1,6,0.935,1.18,1,MM
2,1,1,1.05,2.857,1.133,1,MM
2,1,1,1,1.009,0.947,1,MM
2,2,1,1.1,1.697,0.851,0,MM
2,1,1,5.95,0.903,0.872,1,MM
2,2,2,6,2.514,1.025,1,MM
2,1,1,6,1.451,0.931,1,MM
2,2,1,1.05,1.6,0.928,0,MM
2,2,1,6,2.073,0.973,0,MM
2,1,1,6,1.504,1.032,1,MM
2,1,1,6,0.956,1.208,1,MM
2,1,1,6,2.041,0.844,1,MM
2,2,1,1,3.706,1.018,0,MM
2,2,2,6,1.622,0.881,1,MM
2,1,1,5.95,1.139,0.839,1,MM
2,2,2,6,1.161,1.321,1,MM
2,1,1,6,2.428,1.195,1,MM
2,2,2,6,1.31,1.171,1,MM
2,1,2,1,1.622,0.862,0,MM
2,2,2,1,2.105,1.119,1,MM
2,1,1,6,0.934,0.873,1,MM
2,2,2,6,1.794,1.017,1,MM
2,2,1,1,3.04,1.072,0,MM
2,2,2,6,1.429,0.978,1,MM
2,1,1,6,1.321,1.027,1,MM
2,1,1,6,0.903,1.088,1,MM
2,2,2,3.95,1.268,1.275,1,MM
2,2,1,1,2.976,1.377,0,MM
2,2,2,6,1.107,1.377,1,MM
2,1,1,1,3.395,1.156,1,MM
2,1,2,1.05,1.267,0.786,0,MM
2,1,1,1,1.257,1.172,1,MM
2,2,2,1,5.339,0.991,1,MM
2,2,2,1,1.397,0.726,1,MM
2,2,1,6,3.104,1.352,0,MM
2,1,1,5.15,2.321,0.672,1,MM
2,2,2,6,1.397,1.063,1,MM
2,2,1,1.05,1.365,1.033,0,MM
2,1,1,1,1.257,0.87,1,MM
2,1,1,1.05,1.557,1.253,1,MM
2,2,1,1.1,3.555,1.338,0,MM
2,2,1,1,4.565,1.331,0,MM
2,1,1,1,1.386,1.015,1,MM
2,1,1,1,1.783,0.884,1,MM
2,1,1,1,1.558,0.842,1,MM
2,2,2,1.1,4.071,1.232,1,MM
2,2,2,1.05,1.171,0.646,1,MM
2,1,2,1.1,1.364,0.845,0,MM
2,1,1,1,2.17,1.471,1,MM
2,2,2,6,1.772,0.996,1,MM
2,2,2,1.1,4.899,0.844,1,MM
2,1,1,3.45,1.311,1.851,1,MM
2,2,2,1,1.407,0.875,1,MM
2,2,2,5.85,6.381,0.746,1,MM
2,1,1,5.95,1.192,0.719,1,MM
2,2,2,6,2.449,1.387,1,MM
2,1,1,6,0.795,1.019,1,MM
2,2,2,6,1.225,1.064,1,MM
2,2,2,6,1.708,0.938,1,MM
2,2,2,6,0.881,0.916,1,MM
2,2,2,5.9,1.375,0.992,1,MM
2,1,2,3.45,1.106,1.287,0,MM
2,2,1,1.15,1.772,0.747,0,MM
2,1,1,5.95,0.795,0.91,1,MM
2,2,1,1.05,1.225,1.203,0,MM
2,1,1,6,0.806,0.957,1,MM
2,1,1,5.95,1.052,0.984,1,MM
2,2,2,5.45,1.353,0.681,1,MM
2,2,1,1.05,1.31,1.196,0,MM
2,2,1,1,3.77,0.939,0,MM
2,1,1,5.95,0.924,0.859,1,MM
2,2,2,6,1.3,0.792,1,MM
2,2,2,6,0.881,0.885,1,MM
2,1,1,6,2.385,0.918,1,MM
2,2,2,2.25,1.536,0.592,1,MM
2,1,1,5.95,1.848,0.925,1,MM
2,1,2,1.4,1.429,0.684,0,MM
2,1,1,6,2.717,0.835,1,MM
2,2,2,6,1.085,0.873,1,MM
2,1,1,5.95,1.397,0.907,1,MM
2,2,2,5.95,1.279,1.296,1,MM
2,1,2,1.1,3.405,0.7,0,MM
2,2,2,6,3.115,0.967,1,MM
2,2,2,6,1.246,1.111,1,MM
2,1,2,1,4.598,0.689,0,MM
2,1,2,1,1.278,0.935,0,MM
2,1,1,1,1.998,0.692,1,MM
2,1,1,1.05,2.911,0.82,1,MM
2,2,2,5.95,1.816,0.804,1,MM
2,2,2,6,1.654,1.172,1,MM
2,2,1,6,1.429,1.146,0,MM
2,1,1,4.95,1.687,0.705,1,MM
2,2,1,1,7.842,0.745,0,MM
2,2,1,1,1.225,0.934,0,MM
2,1,1,1.05,1.268,0.912,1,MM
2,2,2,5.95,1.472,0.917,1,MM
2,2,2,6,3.212,1.007,1,MM
2,2,2,6,0.999,1.051,1,MM
2,2,2,6,0.762,0.965,1,MM
2,2,2,6,1.257,0.853,1,MM
2,1,1,6,1.224,0.881,1,MM
2,2,2,6,1.804,1.181,1,MM
2,1,1,6,1.107,1.091,1,MM
2,2,2,3.4,1.407,1.008,1,MM
2,1,1,6,1.289,0.676,1,MM
2,1,1,6,2.707,1.423,1,MM
2,2,1,1,1.59,1.006,0,MM
2,2,2,1.05,2.417,0.808,1,MM
2,1,2,1.05,1.042,0.674,0,MM
2,1,1,6,0.956,1.054,1,MM
2,2,1,1,1.342,0.582,0,MM
2,1,1,6,1.267,1.145,1,MM
2,1,1,6,2.321,0.942,1,MM
2,2,1,1,1.525,0.856,0,MM
2,2,1,1,0.848,0.564,0,MM
2,2,1,1,0.795,1.363,0,MM
2,1,1,6,1.601,0.683,1,MM
2,1,1,6,1.289,0.981,1,MM
2,1,1,6,0.795,0.816,1,MM
2,2,2,6,1.214,1.056,1,MM
2,2,1,1,1.74,0.719,0,MM
2,2,2,6,1.418,1.249,1,MM
2,1,1,6,1.472,0.705,1,MM
2,2,2,5.95,1.31,1.289,1,MM
2,2,2,6,2.17,0.821,1,MM
2,1,2,5.05,2.031,0.634,0,MM
2,2,1,1.15,1.568,0.764,0,MM
2,2,2,6,2.02,0.943,1,MM
2,2,2,5.95,2.975,1.182,1,MM
2,2,1,5.95,1.816,0.957,0,MM
2,1,1,1.1,1.665,0.761,1,MM
2,2,2,4.95,6.048,0.62,1,MM
2,1,1,6,1.214,0.982,1,MM
2,1,1,5.9,3.018,0.694,1,MM
2,2,1,1.05,11.333,1.139,0,MM
2,1,1,6,1.042,0.993,1,MM
2,2,2,1,1.686,0.871,1,MM
2,2,1,1,1.192,0.644,0,MM
2,2,1,1.05,1.472,0.922,0,MM
2,2,1,1,0.999,0.799,0,MM
2,2,1,1.2,1.945,0.953,0,MM
2,1,1,1,1.622,0.96,1,MM
2,1,1,1.05,1.59,0.855,1,MM
2,2,2,6,3.899,1.1,1,MM
2,2,2,6,2.557,0.724,1,MM
2,2,2,6,0.999,1.213,1,MM
2,2,2,5.9,1.579,0.961,1,MM
2,2,2,1,3.856,0.733,1,MM
2,1,1,6,1.579,0.98,1,MM
2,1,1,1,2.116,0.716,1,MM
2,1,2,6,1.064,0.51,0,MM
2,1,1,1.2,1.397,0.765,1,MM
2,1,1,1.35,1.128,1.071,1,MM
2,1,1,1,2.654,0.734,1,MM
2,1,1,5.95,4.372,0.766,1,MM
5,2,2,2.1,6.478,3.03,1,MM
5,2,2,5.9,2.18,1.399,1,MM
5,2,2,5.2,3.158,1.664,1,MM
5,1,1,5.35,3.158,1.296,1,MM
5,1,1,1.8,3.394,1.222,1,MM
5,2,2,5.7,2.696,0.82,1,MM
5,2,2,5.4,1.976,0.911,1,MM
5,1,1,5.45,1.364,1.579,1,MM
5,1,1,5.7,1.322,1.002,1,MM
5,2,2,2.2,5.156,0.964,1,MM
5,1,1,5.65,1.364,0.866,1,MM
5,1,1,1.9,5.758,1.242,1,MM
5,1,1,5.7,2.03,0.832,1,MM
5,1,1,5.8,1.837,1.129,1,MM
5,1,2,5.55,1.547,0.787,0,MM
5,2,2,5.6,2.589,0.728,1,MM
5,2,2,5.5,1.171,1.13,1,MM
5,2,2,5.7,1.171,0.85,1,MM
5,2,2,1.8,4.598,0.82,1,MM
5,1,1,4.2,4.168,0.898,1,MM
5,1,1,3.9,2.557,1.066,1,MM
5,1,1,3.95,4.501,0.787,1,MM
5,2,2,5.75,1.289,0.928,1,MM
5,2,2,5.9,3.384,0.969,1,MM
5,1,1,5.65,1.45,0.703,1,MM
5,1,1,5.9,1.74,1.087,1,MM
5,2,2,5.8,2.309,0.929,1,MM
5,2,2,5.8,3.405,0.932,1,MM
5,2,1,4.2,5.897,1.728,0,MM
5,2,2,5.85,6.509,1.044,1,MM
5,1,2,4.1,3.803,0.751,0,MM
5,1,2,2.75,5.307,0.679,0,MM
5,1,1,5.7,2.321,0.767,1,MM
5,2,2,5.65,2.449,0.849,1,MM
5,1,1,5.5,2.653,0.833,1,MM
5,1,1,1.7,3.448,0.737,1,MM
5,1,1,5.9,2.352,1.123,1,MM
5,1,1,5.7,1.353,0.729,1,MM
5,1,1,2.7,3.502,0.61,1,MM
5,1,1,5.75,0.989,1.074,1,MM
5,1,1,5.75,1.998,1.07,1,MM
5,2,2,5.75,4.093,0.765,1,MM
5,2,2,5.8,1.686,0.75,1,MM
5,1,1,5.7,2.073,1.339,1,MM
5,2,2,5.7,3.051,1.07,1,MM
5,1,1,5.6,1.859,0.809,1,MM
5,2,2,5.6,2.578,0.686,1,MM
5,2,1,2.2,2.922,1.207,0,MM
5,1,1,3.75,5.306,0.889,1,MM
5,2,2,2.85,1.794,1.751,1,MM
5,1,1,5.8,2.46,0.79,1,MM
5,1,1,5.9,0.902,0.715,1,MM
5,1,1,5.75,1.01,0.638,1,MM
5,2,2,5.55,2.428,0.785,1,MM
5,1,1,5.85,0.88,0.705,1,MM
5,2,2,5.7,1.257,0.875,1,MM
5,2,2,5.65,2.61,1.191,1,MM
5,2,2,1.35,3.824,0.59,1,MM
5,2,2,5.7,1.643,1.024,1,MM
5,1,1,5.4,3.147,0.851,1,MM
5,2,2,5.8,1.213,1.046,1,MM
5,1,1,5.6,2.535,0.662,1,MM
5,1,1,5.55,0.719,0.817,1,MM
5,2,2,5.7,2.277,1.062,1,MM
5,2,2,5.85,1.676,0.979,1,MM
5,2,2,5.8,2.116,1.238,1,MM
5,1,1,5.8,1.02,0.995,1,MM
5,1,1,5.75,0.849,1.309,1,MM
5,1,1,5.75,0.827,1.047,1,MM
5,1,1,3,2.084,0.782,1,MM
5,2,2,5.75,1.117,0.734,1,MM
5,2,2,5.75,3.083,0.707,1,MM
5,2,2,3.35,2.567,0.694,1,MM
5,2,1,1.55,3.921,0.682,0,MM
5,2,1,4.8,2.149,0.945,0,MM
5,2,2,5.9,2.267,0.763,1,MM
5,1,1,5.9,1.675,0.957,1,MM
5,2,2,5.85,2.686,0.893,1,MM
5,2,2,5.85,1.45,0.808,1,MM
5,2,2,5.85,0.816,1.19,1,MM
5,2,2,5.8,1.085,0.817,1,MM
5,1,1,5.9,1.429,0.927,1,MM
5,2,2,5.7,1.074,0.789,1,MM
5,1,1,5.8,2.267,0.709,1,MM
5,2,2,5.85,1.397,1.237,1,MM
5,2,2,5.8,1.096,0.911,1,MM
5,1,2,6,2.61,1.303,0,MM
5,1,1,5.75,1.955,0.705,1,MM
5,1,2,1.3,1.944,0.681,0,MM
5,2,2,5.6,1.999,0.824,1,MM
5,2,2,5.8,2.03,0.934,1,MM
5,1,1,2.5,1.59,0.654,1,MM
5,2,2,5.6,1.622,0.971,1,MM
5,1,1,5.8,2.073,0.791,1,MM
5,1,2,5.7,1.998,0.743,0,MM
5,1,2,5.05,2.546,0.449,0,MM
5,1,2,1.3,1.708,1.446,0,MM
5,1,1,5.6,2.299,0.546,1,MM
5,1,1,5.5,1.976,1.159,1,MM
5,1,1,5.85,0.913,0.817,1,MM
5,2,2,5.95,1.579,0.836,1,MM
5,2,2,5.75,1.805,1.08,1,MM
5,2,1,1.85,2.621,0.818,0,MM
5,1,1,5.8,1.375,0.735,1,MM
5,1,1,5.8,0.935,0.804,1,MM
5,2,2,5.85,1.107,0.744,1,MM
5,2,2,5.7,0.827,0.887,1,MM
5,2,2,5.85,0.913,0.673,1,MM
5,1,1,5.85,0.87,0.623,1,MM
5,2,2,5.75,1.557,0.785,1,MM
5,2,2,5.95,2.255,0.582,1,MM
5,1,1,6,1.106,0.935,1,MM
5,1,1,6,1.632,0.848,1,MM
5,2,2,5.7,1.601,0.841,1,MM
5,1,1,5.95,0.87,0.793,1,MM
5,1,1,2.3,1.471,0.739,1,MM
5,1,1,5.85,4.963,0.599,1,MM
5,1,1,5.95,1.033,1.218,1,MM
5,2,2,2.25,1.579,0.68,1,MM
5,1,1,6,1.149,1.416,1,MM
5,2,2,6,1.225,0.694,1,MM
5,2,2,2.65,2.342,0.469,1,MM
5,2,2,5.9,0.86,0.94,1,MM
5,1,1,2.6,1.903,1.216,1,MM
5,2,2,6,1.525,0.965,1,MM
5,2,2,5.7,1.321,0.705,1,MM
5,1,1,5.9,1.032,0.623,1,MM
5,2,2,5.95,0.892,0.739,1,MM
5,2,2,5.85,1.858,0.841,1,MM
5,2,2,5.8,2.266,1.034,1,MM
5,1,1,5.2,2.342,1.12,1,MM
5,1,1,1.75,2.213,0.68,1,MM
5,1,1,5.7,1.364,0.76,1,MM
5,2,2,5.85,1.096,0.741,1,MM
5,2,2,1.7,1.31,0.602,1,MM
5,1,2,5.8,1.493,0.827,0,MM
5,2,2,1.5,2.664,0.667,1,MM
5,1,1,5.95,1.225,0.968,1,MM
5,2,2,5.85,1.322,1.295,1,MM
5,2,2,5.7,1.365,0.791,1,MM
5,1,1,5.9,1.268,0.872,1,MM
5,2,2,5.85,1.171,0.964,1,MM
5,2,2,5.9,1.654,0.61,1,MM
5,1,2,5.8,1.332,0.665,0,MM
5,1,1,1.35,2.234,1.182,1,MM
5,1,1,5.8,1.354,0.786,1,MM
5,2,2,5.85,3.641,0.699,1,MM
5,1,1,5.65,1.902,0.768,1,MM
5,1,1,5.8,1.923,0.611,1,MM
5,2,2,5.75,1.354,1.057,1,MM
5,1,1,5.7,2.17,0.695,1,MM
5,2,2,5.8,1.053,0.836,1,MM
5,1,1,5.9,1.365,0.706,1,MM
5,2,2,5.8,1.365,0.87,1,MM
5,1,1,5.8,1.128,1.044,1,MM
5,2,2,5.85,1.3,0.678,1,MM
5,1,2,1.7,1.891,0.674,0,MM
5,1,1,1.4,2.965,0.754,1,MM
5,2,2,5.85,0.849,1.111,1,MM
5,2,2,5.95,1.375,0.746,1,MM
5,1,2,5.9,1.16,0.782,0,MM
5,2,2,5.95,1.364,0.785,1,MM
5,1,1,4.75,1.687,1.249,1,MM
5,1,1,5.9,1.096,0.701,1,MM
5,1,1,2.5,1.59,0.941,1,MM
5,2,1,2.15,1.633,1.092,0,MM
5,2,2,5.3,2.664,1.221,1,MM
5,1,1,2.3,2.084,0.775,1,MM
5,2,2,5.1,2.321,0.923,1,MM
5,1,2,5.05,4.448,0.718,0,MM
5,2,2,5.9,1.869,0.903,1,MM
5,2,2,5.8,1.697,0.866,1,MM
5,1,1,5.85,2.718,1.17,1,MM
5,1,1,5.85,1.246,0.868,1,MM
5,1,1,1.6,4.147,0.646,1,MM
5,1,1,1.5,2.299,0.772,1,MM
5,1,2,1.85,2.095,1.083,0,MM
5,2,2,5.95,2.02,0.763,1,MM
5,2,1,5.3,2.385,0.813,0,MM
5,2,2,1.4,2.825,0.807,1,MM
5,2,2,5.9,1.16,0.755,1,MM
5,1,1,5.9,0.989,0.957,1,MM
5,1,1,5.8,2.127,0.719,1,MM
5,2,2,1.5,1.386,0.753,1,MM
5,1,1,1.55,2.932,0.932,1,MM
5,1,1,6,1.246,0.95,1,MM
5,2,2,4.45,2.17,0.554,1,MM
5,1,2,2,1.934,0.61,0,MM
5,1,2,1.3,2.535,0.742,0,MM
5,2,2,5.9,1.526,0.987,1,MM
5,1,1,5.95,1.16,0.961,1,MM
5,2,1,1.5,1.644,0.623,0,MM
5,1,1,1.2,2.105,0.735,1,MM
5,1,1,3.5,2.557,1.513,1,MM
5,1,1,5.95,1.772,0.85,1,MM
5,2,1,5.6,1.773,0.786,0,MM
5,2,2,6,0.935,1.228,1,MM
5,1,1,1.15,1.504,0.656,1,MM
5,1,1,1.55,1.203,0.59,1,MM
5,1,1,1.5,1.256,0.841,1,MM
5,1,1,3.6,2.225,4.755,1,MM
5,2,2,5.95,1.729,1.312,1,MM
5,2,2,5.9,1.376,1.04,1,MM
5,2,2,5.95,1.106,1.664,1,MM
5,1,1,3.1,2.772,0.96,1,MM
5,1,1,5.75,2.299,0.928,1,MM
5,1,1,5.85,1.128,1.507,1,MM
5,2,1,3.35,3.459,1.408,0,MM
5,2,2,6,1.246,0.899,1,MM
5,2,2,6,1.342,1.088,1,MM
5,2,2,5.95,1.407,0.993,1,MM
5,2,2,5.9,1.837,1.009,1,MM
5,1,1,5.95,0.956,0.748,1,MM
5,1,1,5.95,2.041,0.735,1,MM
5,1,1,6,0.967,0.871,1,MM
5,1,1,5.85,1.171,0.879,1,MM
5,1,1,5.85,1.751,0.817,1,MM
5,2,2,5.8,1.106,0.952,1,MM
5,1,1,5.9,1.675,0.688,1,MM
5,2,2,5.9,1.181,0.742,1,MM
5,1,1,3.8,2.578,0.924,1,MM
5,2,2,3.9,2.105,0.779,1,MM
5,1,2,5.95,0.989,0.879,0,MM
5,2,1,3.35,2.878,0.781,0,MM
5,1,1,5.05,1.611,1.02,1,MM
5,1,1,5.9,1.697,0.719,1,MM
5,2,2,5.85,1.106,0.884,1,MM
5,2,2,5.5,2.342,0.734,1,MM
5,1,1,6,0.977,1.025,1,MM
5,2,2,5.95,2.556,0.873,1,MM
5,2,2,4.3,4.812,0.885,1,MM
5,2,2,6,1.31,0.786,1,MM
5,2,2,6,1.353,0.955,1,MM
5,1,1,6,1.44,0.835,1,MM
5,2,2,6,1.579,0.752,1,MM
5,1,1,6,1.558,0.806,1,MM
5,1,1,5.9,2.782,0.559,1,MM
5,1,1,5.7,1.031,0.74,1,MM
5,2,2,3.55,3.47,1.169,1,MM
5,1,2,5.5,2.471,0.801,0,MM
5,2,1,3.5,5.081,0.667,0,MM
5,2,2,6,1.365,1.337,1,MM
5,1,1,5.9,1.31,0.778,1,MM
5,1,1,5.8,1.741,0.727,1,MM
5,1,2,5.9,2.256,1.019,0,MM
5,2,2,6,0.956,1.031,1,MM
5,1,1,6,1.923,0.649,1,MM
5,2,2,6,1.225,1.117,1,MM
5,2,2,6,1.525,0.917,1,MM
5,2,2,6,1.526,0.834,1,MM
5,2,2,4.75,3.309,0.798,1,MM
5,1,1,5.9,0.956,0.785,1,MM
5,2,1,5.75,2.106,0.951,0,MM
5,2,2,5.95,3.104,0.722,1,MM
5,1,1,2.4,2.181,1.472,1,MM
5,2,2,4.15,2.108,0.774,1,MM
5,2,2,4.95,2.385,0.64,1,MM
5,1,1,3.1,1.676,0.58,1,MM
5,1,1,2.75,4.361,0.557,1,MM
5,1,1,4.3,2.847,1.029,1,MM
5,2,1,3.6,2.159,0.771,0,MM
5,1,1,5.4,1.901,1.192,1,MM
5,1,1,5.7,1.568,0.629,1,MM
5,1,1,5.5,2.299,0.727,1,MM
5,2,2,6,1.589,1.299,1,MM
5,1,1,6,1.385,0.763,1,MM
5,2,1,3.15,2.202,1.156,0,MM
5,1,1,5.7,2.803,0.884,1,MM
5,1,1,3.4,2.234,0.525,1,MM
5,1,1,3.3,1.665,1.024,1,MM
5,1,1,3.65,1.622,0.648,1,MM
5,2,1,3.55,1.483,0.929,0,MM
5,1,1,5.9,1.15,2.904,1,MM
5,1,1,5.95,1.053,0.789,1,MM
5,1,1,3.5,1.923,0.951,1,MM
5,2,1,3.9,5.36,1.104,0,MM
5,2,2,5.9,1.515,0.924,1,MM
5,1,1,3.65,1.783,1.108,1,MM
5,1,1,3.7,2.868,0.962,1,MM
5,1,2,4.55,3.953,0.599,0,MM
5,2,2,4.65,1.998,0.917,1,MM
5,1,1,6,1.289,0.83,1,MM
5,1,2,4.2,1.987,0.897,0,MM
5,1,1,4.8,1.429,1.205,1,MM
5,2,1,3.6,4.942,0.716,0,MM
5,1,1,5.9,2.321,0.653,1,MM
5,2,1,3.6,2.557,0.719,0,MM
5,2,1,4.25,4.641,0.967,0,MM
5,1,1,5.1,1.848,0.839,1,MM
5,1,1,3.9,1.493,0.87,1,MM
5,1,1,4.7,1.547,0.902,1,MM
5,2,2,4.95,1.88,0.665,1,MM
5,1,1,3.6,1.773,1.089,1,MM
5,1,1,3.2,4.007,0.629,1,MM
5,1,1,4.45,1.88,0.908,1,MM
5,1,1,2.95,1.439,0.721,1,MM
5,1,1,4.9,1.805,0.631,1,MM
5,1,2,3.15,1.999,0.675,0,MM
5,1,1,3.2,2.224,0.832,1,MM
5,2,2,6,1.987,0.995,1,MM
5,2,2,6,1.901,0.775,1,MM
5,1,1,5.95,1.074,0.613,1,MM
5,1,1,5.95,0.86,0.754,1,MM
5,2,2,5.9,0.859,0.723,1,MM
5,2,2,6,1.106,0.86,1,MM
5,1,1,5.95,1.149,0.55,1,MM
5,1,1,6,1.16,0.743,1,MM
5,2,2,5.95,0.849,0.872,1,MM
5,1,1,3.6,1.687,0.892,1,MM
5,2,1,5.9,1.289,0.578,0,MM
5,1,1,5.95,1.375,0.936,1,MM
5,1,1,6,1.644,0.638,1,MM
5,1,1,5.85,0.978,0.761,1,MM
5,2,2,5.05,1.847,0.854,1,MM
5,1,2,5.45,3.287,0.872,0,MM
5,2,2,6,1.955,0.709,1,MM
5,2,2,5.95,0.774,0.614,1,MM
5,2,2,5.95,0.87,0.776,1,MM
5,1,1,6,1.589,1.107,1,MM
5,2,2,5.95,2.148,0.794,1,MM
5,2,2,6,0.817,0.653,1,MM
5,2,2,6,1.418,0.779,1,MM
5,1,1,5.7,1.837,1.675,1,MM
5,2,2,5.85,1.386,0.863,1,MM
5,2,2,5.85,1.16,0.729,1,MM
5,2,2,5.9,1.214,0.532,1,MM
5,2,2,5.95,0.945,0.677,1,MM
5,1,2,6,1.053,0.8,0,MM
5,2,2,5.75,0.945,0.773,1,MM
5,1,1,5,1.826,1.107,1,MM
5,2,2,5.95,0.677,0.773,1,MM
5,2,2,6,0.709,0.71,1,MM
5,2,2,6,0.774,1.285,1,MM
5,2,2,5.9,1.439,0.872,1,MM
5,1,1,5.9,0.903,0.738,1,MM
5,1,1,3.5,2.385,0.519,1,MM
5,1,1,5.95,1.053,0.695,1,MM
5,1,1,5.45,1.3,0.965,1,MM
5,2,2,5.1,1.171,0.867,1,MM
5,1,1,6,1.235,0.967,1,MM
5,2,2,5.9,1.891,0.85,1,MM
5,2,2,6,0.838,0.817,1,MM
5,1,2,4.8,1.708,1.191,0,MM
5,1,1,5.55,2.181,0.938,1,MM
5,2,2,6,1.085,0.688,1,MM
5,1,1,6,1.053,0.774,1,MM
5,2,2,5.9,1.053,1.378,1,MM
5,1,1,5.95,1.128,0.713,1,MM
5,2,2,6,1.332,0.984,1,MM
5,1,1,5.85,1.01,0.752,1,MM
5,2,2,5.8,1.514,0.953,1,MM
5,1,1,6,1.074,0.768,1,MM
5,2,2,5.95,1.096,0.647,1,MM
5,2,2,6,0.827,0.624,1,MM
5,1,1,6,0.934,0.613,1,MM
5,2,2,6,0.934,1.278,1,MM
5,1,1,5.95,1.095,0.896,1,MM
5,2,1,5.8,1.289,0.867,0,MM
5,2,2,5.65,0.988,0.888,1,MM
5,1,1,3.65,4.844,0.717,1,MM
5,1,1,5.95,1.246,0.859,1,MM
5,2,1,5.95,1.514,0.722,0,MM
5,2,2,4.85,1.332,0.665,1,MM
5,2,2,5.95,0.87,0.668,1,MM
5,2,2,5.8,1.074,0.828,1,MM
5,2,2,4.55,1.032,0.904,1,MM
5,1,1,3.45,2.234,0.606,1,MM
5,1,1,6,1.439,0.869,1,MM
5,2,2,6,1.009,1.216,1,MM
5,1,1,5.95,1.15,0.703,1,MM
5,2,1,3.7,2.621,0.746,0,MM
5,2,2,6,1.418,0.906,1,MM
5,1,1,5.95,1.3,0.663,1,MM
5,2,2,5.95,1.611,0.603,1,MM
5,2,2,5.9,1.138,0.82,1,MM
5,2,2,4.2,0.946,0.623,1,MM
5,2,2,5.95,0.795,0.684,1,MM
5,2,2,5.8,1.095,0.511,1,MM
5,1,1,3.3,2.46,0.827,1,MM
5,1,1,5.95,1.665,0.725,1,MM
5,1,1,5.95,2.009,0.754,1,MM
5,1,1,6,1.224,0.707,1,MM
5,1,1,4.05,2.686,0.714,1,MM
5,1,1,6,1.117,0.777,1,MM
5,2,2,6,1.074,0.988,1,MM
5,2,2,5.95,0.988,1.122,1,MM
5,2,2,6,1.009,0.789,1,MM
5,1,2,6,1.096,0.674,0,MM
5,1,1,4.95,3.244,0.66,1,MM
5,1,1,5.85,1.096,0.561,1,MM
5,2,2,5.95,2.761,0.571,1,MM
5,1,1,3.1,2.246,0.993,1,MM
5,1,1,5.95,1.73,0.638,1,MM
5,1,1,6,1.193,0.863,1,MM
5,1,1,5.95,1.106,0.665,1,MM
5,2,2,5.4,3.706,0.508,1,MM
5,1,1,6,2.643,0.666,1,MM
5,1,1,5.9,1.171,0.662,1,MM
5,2,2,5.9,1.493,0.717,1,MM
5,2,2,6,1.31,0.629,1,MM
15,1,1,6,1.375,6.224,1,MM
15,2,2,6,1.633,3.614,1,MM
15,1,1,3.25,2.664,2.647,1,MM
15,2,2,6,1.376,2.043,1,MM
15,1,1,6,1.773,2.215,1,MM
15,1,1,2.85,3.32,2.259,1,MM
15,2,2,6,1.332,2.272,1,MM
15,1,1,6,1.815,1.871,1,MM
15,1,1,6,1.837,2.317,1,MM
15,2,2,6,0.989,1.906,1,MM
15,2,2,6,1.987,2.607,1,MM
15,1,1,6,2.234,1.851,1,MM
15,2,2,1,3.782,3.21,1,MM
15,2,2,6,1.44,1.859,1,MM
15,2,2,3.35,2.804,1.518,1,MM
15,1,1,6,2.654,2.16,1,MM
15,1,1,1,3.437,3.413,1,MM
15,2,2,4.95,1.848,1.455,1,MM
15,1,1,6,2.18,1.916,1,MM
15,2,2,6,1.955,1.738,1,MM
15,1,1,6,1.16,1.983,1,MM
15,1,1,6,1.375,1.88,1,MM
15,2,2,6,1.375,1.891,1,MM
15,1,1,3.95,4.244,1.44,1,MM
15,1,1,6,1.472,2.527,1,MM
15,1,1,6,1.579,1.778,1,MM
15,1,1,2.4,4.405,3.673,1,MM
15,2,2,6,1.332,1.569,1,MM
15,1,2,1.9,4.06,1.676,0,MM
15,2,2,5,3.083,2.109,1,MM
15,2,1,1,5.221,2.297,0,MM
15,1,1,6,2.126,2.211,1,MM
15,1,1,1.1,7.198,3.598,1,MM
15,1,1,6,2.181,1.53,1,MM
15,2,1,2.45,5.199,1.848,0,MM
15,2,2,4.55,3.265,2.709,1,MM
15,1,1,2,3.771,3.397,1,MM
15,2,2,2.3,3.502,5.227,1,MM
15,1,1,6,4.028,2.165,1,MM
15,2,2,2.1,4.136,1.225,1,MM
15,2,2,6,1.74,1.141,1,MM
15,2,2,1.6,3.233,1.338,1,MM
15,2,1,5,6.757,2.505,0,MM
15,2,2,6,2.374,2.909,1,MM
15,1,1,1.7,5.306,1.611,1,MM
15,2,2,6,1.589,1.463,1,MM
15,2,2,2.55,4.19,1.984,1,MM
15,1,2,1.6,6.864,1.976,0,MM
15,1,1,4.75,4.769,2.253,1,MM
15,2,2,1.05,4.103,1.495,1,MM
15,1,1,6,1.568,2.139,1,MM
15,2,2,6,2.17,2.363,1,MM
15,2,2,6,2.18,2.155,1,MM
15,1,1,6,1.45,2.048,1,MM
15,1,1,5.9,1.428,2.181,1,MM
15,2,2,6,1.955,1.877,1,MM
15,2,2,2.45,2.428,1.221,1,MM
15,1,1,6,2.546,1.387,1,MM
15,2,2,2.6,3.244,1.68,1,MM
15,2,2,5.45,3.266,2.328,1,MM
15,1,1,6,1.321,1.747,1,MM
15,2,2,6,2.213,1.638,1,MM
15,1,1,1,3.727,2.558,1,MM
15,2,2,6,1.45,2.058,1,MM
15,1,1,6,2.374,1.878,1,MM
15,2,2,2,3.438,1.251,1,MM
